date,ethereum,isPartial
2017-06-01,32,False
2017-06-02,26,False
2017-06-03,25,False
2017-06-04,28,False
2017-06-05,31,False
2017-06-06,41,False
2017-06-07,36,False
2017-06-08,32,False
2017-06-09,30,False
2017-06-10,43,False
2017-06-11,51,False
2017-06-12,78,False
2017-06-13,63,False
2017-06-14,62,False
2017-06-15,64,False
2017-06-16,44,False
2017-06-17,37,False
2017-06-18,35,False
2017-06-19,37,False
2017-06-20,42,False
2017-06-21,57,False
2017-06-22,54,False
2017-06-23,47,False
2017-06-24,33,False
2017-06-25,43,False
2017-06-26,58,False
2017-06-27,51,False
2017-06-28,46,False
2017-06-29,35,False
2017-06-30,29,False
2017-07-01,27,False
2017-07-02,27,False
2017-07-03,24,False
2017-07-04,27,False
2017-07-05,27,False
2017-07-06,28,False
2017-07-07,26,False
2017-07-08,25,False
2017-07-09,23,False
2017-07-10,37,False
2017-07-11,42,False
2017-07-12,34,False
2017-07-13,29,False
2017-07-14,26,False
2017-07-15,25,False
2017-07-16,36,False
2017-07-17,30,False
2017-07-18,33,False
2017-07-19,32,False
2017-07-20,30,False
2017-07-21,26,False
2017-07-22,18,False
2017-07-23,21,False
2017-07-24,21,False
2017-07-25,22,False
2017-07-26,22,False
2017-07-27,18,False
2017-07-28,22,False
2017-07-29,19,False
2017-07-30,16,False
2017-07-31,21,False
2017-08-01,23,False
2017-08-02,22,False
2017-08-03,19,False
2017-08-04,17,False
2017-08-05,20,False
2017-08-06,24,False
2017-08-07,21,False
2017-08-08,27,False
2017-08-09,29,False
2017-08-10,24,False
2017-08-11,22,False
2017-08-12,24,False
2017-08-13,26,False
2017-08-14,27,False
2017-08-15,26,False
2017-08-16,22,False
2017-08-17,27,False
2017-08-18,22,False
2017-08-19,17,False
2017-08-20,16,False
2017-08-21,24,False
2017-08-22,24,False
2017-08-23,22,False
2017-08-24,20,False
2017-08-25,23,False
2017-08-26,17,False
2017-08-27,18,False
2017-08-28,22,False
2017-08-29,28,False
2017-08-30,31,False
2017-08-31,27,False
2017-09-01,28,False
2017-09-02,31,False
2017-09-03,21,False
2017-09-04,32,False
2017-09-05,31,False
2017-09-06,22,False
2017-09-07,22,False
2017-09-08,24,False
2017-09-09,18,False
2017-09-10,16,False
2017-09-11,18,False
2017-09-12,19,False
2017-09-13,21,False
2017-09-14,25,False
2017-09-15,28,False
2017-09-16,16,False
2017-09-17,16,False
2017-09-18,22,False
2017-09-19,21,False
2017-09-20,16,False
2017-09-21,18,False
2017-09-22,14,False
2017-09-23,14,False
2017-09-24,13,False
2017-09-25,16,False
2017-09-26,14,False
2017-09-27,14,False
2017-09-28,16,False
2017-09-29,14,False
2017-09-30,14,False
2017-10-01,11,False
2017-10-02,15,False
2017-10-03,15,False
2017-10-04,15,False
2017-10-05,14,False
2017-10-06,13,False
2017-10-07,14,False
2017-10-08,14,False
2017-10-09,16,False
2017-10-10,15,False
2017-10-11,15,False
2017-10-12,22,False
2017-10-13,26,False
2017-10-14,22,False
2017-10-15,21,False
2017-10-16,28,False
2017-10-17,21,False
2017-10-18,23,False
2017-10-19,19,False
2017-10-20,19,False
2017-10-21,21,False
2017-10-22,17,False
2017-10-23,21,False
2017-10-24,20,False
2017-10-25,16,False
2017-10-26,18,False
2017-10-27,17,False
2017-10-28,13,False
2017-10-29,14,False
2017-10-30,19,False
2017-10-31,18,False
2017-11-01,21,False
2017-11-02,31,False
2017-11-03,26,False
2017-11-04,20,False
2017-11-05,21,False
2017-11-06,21,False
2017-11-07,25,False
2017-11-08,28,False
2017-11-09,26,False
2017-11-10,21,False
2017-11-11,20,False
2017-11-12,22,False
2017-11-13,21,False
2017-11-14,24,False
2017-11-15,24,False
2017-11-16,20,False
2017-11-17,21,False
2017-11-18,18,False
2017-11-19,26,False
2017-11-20,28,False
2017-11-21,28,False
2017-11-22,26,False
2017-11-23,34,False
2017-11-24,48,False
2017-11-25,46,False
2017-11-26,42,False
2017-11-27,52,False
2017-11-28,52,False
2017-11-29,74,False
2017-11-30,56,False
2017-12-01,41,False
2017-12-02,38,False
2017-12-03,38,False
2017-12-04,47,False
2017-12-05,46,False
2017-12-06,60,False
2017-12-07,78,False
2017-12-08,71,False
2017-12-09,67,False
2017-12-10,50,False
2017-12-11,62,False
2017-12-12,100,False
2017-12-13,100,False
2017-12-14,90,False
2017-12-15,65,False
2017-12-16,59,False
2017-12-17,63,False
2017-12-18,64,False
2017-12-19,89,False
2017-12-20,72,False
2017-12-21,63,False
2017-12-22,85,False
2017-12-23,54,False
2017-12-24,43,False
2017-12-25,44,False
2017-12-26,43,False
2017-12-27,46,False
2017-12-28,44,False
2017-12-29,42,False
2017-12-30,44,False
2017-12-31,34,False
