date,ethereum,isPartial
2018-01-01,33,False
2018-01-02,60,False
2018-01-03,54,False
2018-01-04,73,False
2018-01-05,68,False
2018-01-06,52,False
2018-01-07,68,False
2018-01-08,76,False
2018-01-09,76,False
2018-01-10,100,False
2018-01-11,74,False
2018-01-12,55,False
2018-01-13,63,False
2018-01-14,52,False
2018-01-15,51,False
2018-01-16,77,False
2018-01-17,81,False
2018-01-18,59,False
2018-01-19,48,False
2018-01-20,40,False
2018-01-21,34,False
2018-01-22,39,False
2018-01-23,38,False
2018-01-24,33,False
2018-01-25,35,False
2018-01-26,32,False
2018-01-27,28,False
2018-01-28,39,False
2018-01-29,38,False
2018-01-30,34,False
2018-01-31,32,False
2018-02-01,41,False
2018-02-02,44,False
2018-02-03,33,False
2018-02-04,29,False
2018-02-05,44,False
2018-02-06,44,False
2018-02-07,31,False
2018-02-08,28,False
2018-02-09,26,False
2018-02-10,25,False
2018-02-11,21,False
2018-02-12,22,False
2018-02-13,24,False
2018-02-14,23,False
2018-02-15,25,False
2018-02-16,20,False
2018-02-17,20,False
2018-02-18,21,False
2018-02-19,22,False
2018-02-20,24,False
2018-02-21,22,False
2018-02-22,17,False
2018-02-23,17,False
2018-02-24,17,False
2018-02-25,13,False
2018-02-26,17,False
2018-02-27,16,False
2018-02-28,16,False
2018-03-01,17,False
2018-03-02,16,False
2018-03-03,15,False
2018-03-04,15,False
2018-03-05,16,False
2018-03-06,15,False
2018-03-07,18,False
2018-03-08,17,False
2018-03-09,19,False
2018-03-10,15,False
2018-03-11,16,False
2018-03-12,14,False
2018-03-13,15,False
2018-03-14,18,False
2018-03-15,18,False
2018-03-16,14,False
2018-03-17,15,False
2018-03-18,24,False
2018-03-19,17,False
2018-03-20,14,False
2018-03-21,16,False
2018-03-22,12,False
2018-03-23,13,False
2018-03-24,10,False
2018-03-25,11,False
2018-03-26,17,False
2018-03-27,17,False
2018-03-28,18,False
2018-03-29,24,False
2018-03-30,18,False
2018-03-31,14,False
2018-04-01,14,False
2018-04-02,14,False
2018-04-03,15,False
2018-04-04,15,False
2018-04-05,13,False
2018-04-06,12,False
2018-04-07,11,False
2018-04-08,10,False
2018-04-09,11,False
2018-04-10,13,False
2018-04-11,12,False
2018-04-12,13,False
2018-04-13,15,False
2018-04-14,10,False
2018-04-15,9,False
2018-04-16,12,False
2018-04-17,12,False
2018-04-18,10,False
2018-04-19,13,False
2018-04-20,14,False
2018-04-21,12,False
2018-04-22,15,False
2018-04-23,14,False
2018-04-24,17,False
2018-04-25,17,False
2018-04-26,14,False
2018-04-27,11,False
2018-04-28,11,False
2018-04-29,12,False
2018-04-30,15,False
2018-05-01,12,False
2018-05-02,12,False
2018-05-03,18,False
2018-05-04,17,False
2018-05-05,15,False
2018-05-06,15,False
2018-05-07,25,False
2018-05-08,17,False
2018-05-09,11,False
2018-05-10,12,False
2018-05-11,13,False
2018-05-12,11,False
2018-05-13,11,False
2018-05-14,13,False
2018-05-15,11,False
2018-05-16,11,False
2018-05-17,10,False
2018-05-18,11,False
2018-05-19,10,False
2018-05-20,9,False
2018-05-21,11,False
2018-05-22,12,False
2018-05-23,13,False
2018-05-24,13,False
2018-05-25,11,False
2018-05-26,8,False
2018-05-27,9,False
2018-05-28,13,False
2018-05-29,11,False
2018-05-30,10,False
2018-05-31,11,False
