date,bitcoin,isPartial
2021-01-01,42,False
2021-01-02,67,False
2021-01-03,78,False
2021-01-04,69,False
2021-01-05,55,False
2021-01-06,64,False
2021-01-07,93,False
2021-01-08,89,False
2021-01-09,70,False
2021-01-10,67,False
2021-01-11,100,False
2021-01-12,79,False
2021-01-13,66,False
2021-01-14,69,False
2021-01-15,61,False
2021-01-16,51,False
2021-01-17,47,False
2021-01-18,45,False
2021-01-19,44,False
2021-01-20,43,False
2021-01-21,51,False
2021-01-22,57,False
2021-01-23,40,False
2021-01-24,38,False
2021-01-25,39,False
2021-01-26,37,False
2021-01-27,41,False
2021-01-28,41,False
2021-01-29,68,False
2021-01-30,47,False
2021-01-31,39,False
2021-02-01,41,False
2021-02-02,38,False
2021-02-03,40,False
2021-02-04,41,False
2021-02-05,38,False
2021-02-06,44,False
2021-02-07,39,False
2021-02-08,85,False
2021-02-09,98,False
2021-02-10,68,False
2021-02-11,65,False
2021-02-12,59,False
2021-02-13,50,False
2021-02-14,56,False
2021-02-15,54,False
2021-02-16,62,False
2021-02-17,71,False
2021-02-18,64,False
2021-02-19,72,False
2021-02-20,80,False
2021-02-21,71,False
2021-02-22,80,False
2021-02-23,94,False
2021-02-24,72,False
2021-02-25,62,False
2021-02-26,61,False
2021-02-27,50,False
2021-02-28,55,False
2021-03-01,56,False
2021-03-02,48,False
2021-03-03,46,False
2021-03-04,45,False
2021-03-05,44,False
2021-03-06,36,False
2021-03-07,40,False
2021-03-08,40,False
2021-03-09,48,False
2021-03-10,48,False
2021-03-11,45,False
2021-03-12,45,False
2021-03-13,56,False
2021-03-14,55,False
2021-03-15,51,False
2021-03-16,47,False
2021-03-17,45,False
2021-03-18,47,False
2021-03-19,40,False
2021-03-20,36,False
2021-03-21,39,False
2021-03-22,40,False
2021-03-23,40,False
2021-03-24,45,False
2021-03-25,49,False
2021-03-26,41,False
2021-03-27,38,False
2021-03-28,36,False
2021-03-29,38,False
2021-03-30,44,False
2021-03-31,41,False
