,asset,AdrActCnt,CapMVRVCur,CapMrktCurUSD,HashRate,NVTAdj,PriceUSD,SplyCur,TxCnt,TxTfrValAdjUSD,VelCur1yr,ETH_Trends
2016-01-23,eth,3519.0,3.58174779,154455536.26265392,0.573856658709611,84.59819849,2.01225053594389,76757607.21823001,11025.0,1825754.4369859535,1.53961648399234,20
2016-01-24,eth,3936.0,3.62872686,161354508.0151729,0.606592233141845,49.84802232,2.1013847849211,76784846.43698001,12798.0,3236928.979712097,1.5650834717754298,37
2016-01-25,eth,4148.0,4.16871915,194616541.80454683,0.583595333567097,46.66771342,2.53372158971362,76810547.21823001,17121.0,4170260.926230543,1.59261634265596,34
2016-01-26,eth,4417.0,3.87587743,182918408.65836024,0.6326942291983609,65.30038353,2.38058670368206,76837532.68698001,16511.0,2801184.2928374666,1.61184139196156,35
2016-01-27,eth,4172.0,3.88137912,184573406.71738496,0.624104319807262,68.36154897,2.4013098182349504,76863637.21823001,18747.0,2699959.3994852677,1.6279267149236598,16
2016-01-28,eth,4568.0,4.03478121,195797300.30080953,0.612189118097928,106.98765435,2.54645331911163,76890198.15573001,16765.0,1830092.4670909888,1.63941953286616,21
2016-01-29,eth,4424.0,3.91742164,191339869.81995833,0.62743033871697,100.40827089,2.48763545119813,76916362.37448001,16395.0,1905618.612099172,1.6501807585191102,17
2016-01-30,eth,4449.0,3.77984548,187791386.93091583,0.631555552010141,79.02299435,2.44067,76942555.49948001,14661.0,2376414.4661716525,1.66810985240334,13
2016-01-31,eth,4497.0,3.52024342,172614493.88999686,0.6032179185278659,80.00974716,2.24267177966102,76968237.37448001,14166.0,2157418.3148289835,1.6818367845964302,11
2016-02-01,eth,4303.0,2.97920958,166878042.0525704,0.633803359050668,143.65082538,2.16739736703682,76994668.62448001,14199.0,1161692.1908727037,1.68937647337336,18
